File Name,digit,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13
0_v10.wav,0,26.969496,59.908787,-9.252672,-20.727942,3.3064847,-0.9354387,7.0744004,1.8418982,-7.114502,1.2524818,-0.67210037,-5.0605364,-0.32205662
0_v10.wav,0,30.834444,55.44033,-6.278821,-20.427584,5.856408,-6.8228264,8.335268,0.20489535,-3.9117665,2.029707,1.3504941,-2.0938654,-0.47572947
0_v10.wav,0,33.36935,50.80582,-4.5223875,-18.697304,7.106039,-11.387953,7.6702075,0.083073065,-2.3875597,1.7586429,3.3202906,0.2058196,-1.7377422
0_v10.wav,0,34.57233,45.85048,-4.2217617,-16.87171,8.017992,-14.335841,5.8551016,-0.023636198,-2.370957,0.8519174,3.5027359,0.96199024,-2.697434
0_v10.wav,0,34.625927,40.42252,-5.4307175,-15.317687,7.8632536,-15.228416,4.2040954,-2.3620846,-1.0885365,0.2080569,2.130596,0.72855127,-1.8905895
0_v10.wav,0,31.478504,36.56548,-6.5431504,-14.997575,6.237205,-13.761402,2.977499,-5.614058,1.389346,0.014790344,0.22713488,0.16054909,0.3169582
0_v10.wav,0,27.408594,35.39438,-5.970436,-15.570439,4.405055,-10.959743,1.9409024,-7.421565,2.6979675,-0.26530224,-0.48183003,0.41323045,2.2868328
0_v10.wav,0,22.037802,35.103737,-2.8876944,-18.301832,2.7110114,-8.5588255,0.7219771,-6.940523,4.049741,-0.26404676,-1.157705,1.6330562,3.5923219
0_v10.wav,0,15.829956,33.070778,1.4920218,-21.034227,1.4274462,-6.5454006,-0.122383215,-5.128497,3.3273056,-0.24600923,-1.3265122,2.4368007,4.9838467
0_v10.wav,0,9.650467,27.4336,3.0913994,-21.417612,-0.45936915,-4.976497,-1.0136003,-1.9759443,0.026090408,-0.20010406,0.1920475,1.6011479,5.3443165
0_v10.wav,0,3.16547,19.564701,1.0201533,-18.571558,-3.617254,-4.302573,-2.092279,0.26601762,-2.0531945,-0.81130785,1.9178677,-0.2860823,3.9518707
0_v10.wav,0,-0.66849965,12.730436,-2.3216746,-13.558906,-5.2444224,-3.6666844,-2.5725822,-0.3227615,-3.919495,-3.430452,3.6735556,-2.1208498,2.4677644
0_v10.wav,0,-2.3544328,6.882391,-4.8712096,-8.346315,-4.8237696,-4.013094,-2.249324,-2.6399019,-5.644115,-6.192749,5.093598,-1.5889709,1.4003886
0_v10.wav,0,-2.197981,1.6855348,-5.807696,-5.816749,-2.6969657,-5.237743,-0.72122806,-6.5082316,-6.6176047,-6.763827,5.0035596,1.0787745,1.7789164
0_v10.wav,0,0.44488567,-0.8942705,-5.5274625,-5.539982,-0.110959105,-6.9183865,1.0973773,-8.964776,-7.800049,-4.653651,4.659433,3.2563286,2.3551073
0_v10.wav,0,2.9893465,-2.1057985,-6.9777603,-5.9383497,-2.1382344,-8.594558,0.8148735,-9.571759,-7.604067,-1.7130246,4.6196084,3.163258,0.7423855
0_v10.wav,0,2.8939972,-5.16389,-8.899103,-4.001892,-7.378533,-7.4510674,-0.8297836,-8.806993,-6.129269,-1.220722,4.413937,1.3056264,-1.7923024
0_v10.wav,0,-0.2752214,-8.620515,-7.5911183,-1.1708004,-8.49156,-5.571759,-1.4150144,-6.1433196,-4.2208915,-1.7306377,2.870842,1.2363992,-2.5317574
0_v10.wav,0,-3.9903932,-10.960943,-6.670683,1.6717397,-7.014222,-4.273455,0.16643867,-4.900309,-2.6845682,-1.6634835,-0.59842074,1.3674157,-1.370571
0_v10.wav,0,-5.781375,-11.877329,-7.3290057,5.0506406,-6.4361596,-2.5548048,2.2662756,-4.5205154,-1.7157161,-1.1336689,-2.9277825,-0.34428644,-0.3245121
0_v10.wav,0,-6.5203533,-12.78225,-8.706434,7.275637,-7.8241444,-1.5822088,2.3218057,-4.043604,0.06616665,-0.85949194,-2.9590466,-2.864756,-1.1372157
0_v10.wav,0,-6.384604,-13.754465,-9.647472,5.50136,-9.360847,-1.0552458,0.8879527,-2.335281,0.6059567,-0.3738472,-1.3413639,-4.191127,-1.713747
0_v10.wav,0,-4.4184146,-13.572906,-10.678264,1.5166448,-10.090179,-1.3347559,-0.38784432,-0.9417631,-0.24190718,0.26915026,0.36285937,-3.2001438,-1.68866
0_v10.wav,0,-3.0559218,-12.354664,-10.858384,-0.058977403,-10.960493,-1.7419894,-0.7890455,-0.41482025,-0.38497472,0.54076225,1.0340252,-1.1753783,-2.013387
0_v10.wav,0,-4.5691195,-12.914542,-9.816358,2.4880505,-11.138521,0.17183387,-0.24174276,-0.34948623,-0.065024324,-0.23363547,0.9827631,0.1980473,-2.2102907
0_v10.wav,0,-6.2206206,-15.156022,-8.694303,4.772836,-9.474204,2.8724928,0.7224268,-1.2614088,0.034194678,-1.5628854,0.28649893,1.3800308,-1.5031651
0_v10.wav,0,-6.961152,-17.737846,-9.110244,5.267318,-7.391016,3.664984,1.0053308,-0.7422257,0.47812557,-1.9839157,-0.47208646,2.0286558,-1.0695585
0_v10.wav,0,-7.127509,-18.319187,-10.327475,5.173828,-6.2753096,2.7412841,0.94813925,-0.44696355,2.320271,-1.978158,-1.6093676,1.7054775,-1.1482532
0_v10.wav,0,-7.5825624,-17.322388,-11.801012,6.428042,-6.039659,3.3878872,1.188369,-2.4392142,2.4605184,-2.8985074,-1.5842286,0.73162466,-0.11102282
0_v10.wav,0,-7.513883,-17.516142,-14.002984,8.596413,-6.7489386,5.794493,0.9048424,-4.8686376,0.79920554,-4.5106893,0.32391414,0.073097184,1.1539974
0_v10.wav,0,-6.2212033,-18.057898,-14.926681,9.918193,-7.1105485,8.319837,1.2018713,-5.2827086,-0.38431495,-5.0978246,1.2729567,-0.12209617,2.1741822
0_v10.wav,0,-6.542647,-17.088383,-13.032103,9.960553,-5.821163,10.141167,3.1185372,-0.72361875,0.9550467,-3.522832,-0.9173582,0.6004232,3.0649781
0_v10.wav,0,-11.078375,-15.429671,-9.6557865,12.725416,-0.8586805,8.48781,5.7615695,4.9851565,2.5136101,-2.6540308,-5.097574,1.9931695,3.1100333
0_v10.wav,0,-18.290934,-15.631788,-6.213229,17.35969,6.1208005,3.6904795,6.7621694,6.6358027,0.32993022,-4.949198,-7.4091034,3.3572373,2.7741275
0_v10.wav,0,-22.615133,-17.24561,-2.981358,16.534412,10.172845,1.5755882,5.4772096,6.231034,-1.3468181,-6.141254,-4.9409037,5.269017,2.7839746
0_v10.wav,0,-23.371418,-20.78493,0.053653926,11.513686,12.403061,-0.42336574,2.736456,4.9069867,-0.22261487,-4.5118556,0.46720663,7.1055007,2.475265
0_v10.wav,0,-22.078753,-25.913795,3.1017325,6.884776,14.582508,-1.0981919,0.49636063,5.674202,1.959563,-1.9424014,5.731238,7.6741467,2.2063522
0_v10.wav,0,-20.234524,-29.398546,5.7070165,3.5625217,15.413267,-1.3247631,-0.73124087,7.991278,2.555778,-0.066786334,8.1003065,6.4535003,1.7160487
0_v10.wav,0,-16.572287,-30.866678,7.898684,0.65267706,15.475875,-2.456835,-1.0680585,9.3401985,0.30644897,0.57529074,6.9022946,3.2756357,1.5949051
0_v10.wav,0,-13.009192,-32.2388,9.923615,0.66533667,17.854446,-3.8623757,-0.47979143,10.608043,-4.044374,0.72738034,4.4904547,0.31928024,2.5904217
0_v10.wav,0,-8.575117,-31.235094,10.407469,2.3273072,19.098732,-3.3693233,0.270631,9.702466,-7.847893,0.29527467,3.8457696,-0.44867378,3.5871842
0_v10.wav,0,-5.12297,-28.753506,8.832188,5.9507427,16.885805,-2.2452862,-0.07644971,6.8608522,-8.3716545,-1.3466648,4.476789,-1.2318525,2.1736014
0_v10.wav,0,-8.694387,-27.376099,7.738728,5.9966507,12.139424,-3.5325055,-3.3720212,6.1018143,-3.6243057,-1.7340864,4.302109,-2.851915,-2.0496843
0_v10.wav,0,-21.025276,-30.131897,8.362115,5.68295,12.839654,-8.367743,-5.924599,3.9795036,0.51899755,-2.24714,0.37079537,-5.119874,-4.274225
0_v10.wav,0,-29.033068,-33.052032,9.409355,5.809601,17.462603,-12.6889715,-5.524733,0.029696144,2.831525,-3.7850757,-4.9057574,-5.522814,-3.736008
0_v10.wav,0,-27.913416,-34.38736,7.9300075,6.089352,21.283152,-13.851032,-3.820528,-4.0947056,2.8613842,-5.9368997,-7.1515217,-4.1465197,-2.1405983
0_v10.wav,0,-20.552877,-33.79761,4.262874,8.150797,22.332397,-13.767739,-1.4691508,-7.255809,1.8110455,-6.17907,-5.617793,-1.9976646,-1.4515882
0_v10.wav,0,-13.0394,-31.379026,2.660815,10.583754,19.610806,-12.595598,0.45445257,-6.3792467,-0.86230814,-3.921484,-2.267899,-0.08171175,-1.8389409
0_v10.wav,0,-12.440821,-30.18668,1.918977,16.670061,14.48038,-9.057615,1.0490941,-3.6887143,-4.5972342,-1.7101202,-0.74582046,-1.3242621,-1.9425242
0_v10.wav,0,-14.861726,-29.372618,0.46401638,22.509073,11.853369,-3.9448543,0.15645345,-2.690513,-6.3256083,1.6613369,-1.9636484,-1.1909457,-0.33048406
0_v10.wav,0,-14.588656,-27.244675,-2.352131,23.83086,10.288125,1.3378257,-2.3413968,-4.509722,-8.513029,5.0594683,-3.4862978,0.79819083,1.5554477
0_v10.wav,0,-11.989547,-21.317238,-5.287132,22.055313,8.659401,5.3560934,-5.247825,-6.5038066,-9.216351,9.288516,-4.0770507,0.50779,2.41437
0_v10.wav,0,-16.271704,-1.1998947,-10.501673,20.242811,8.991743,9.802516,-7.610855,-7.5149136,-7.08198,13.51599,-1.2264884,-3.5052958,4.2685485
0_v10.wav,0,-35.139088,41.029453,-26.411873,18.819098,14.039998,16.025862,-8.511381,-5.300246,-4.9997168,10.3672495,-0.65166116,-3.362534,3.9817164
0_v10.wav,0,-53.19428,75.9574,-36.951626,18.976068,14.996499,19.606483,-8.729387,-3.9985383,-1.0952793,5.5644145,2.3926663,0.13192062,1.0557029
0_v10.wav,0,-65.23596,97.31056,-40.525463,20.494497,11.843894,19.290894,-6.316732,-2.8463671,5.806405,1.3411084,5.308453,2.5625436,-1.2722431
0_v10.wav,0,-74.8838,106.17871,-34.292797,23.79044,7.5129666,12.898328,-1.3936965,-0.40742904,11.247038,-3.5253751,5.335824,2.2298632,-1.9435717
0_v10.wav,0,-84.0106,103.06636,-19.958624,27.176771,2.109928,1.1018318,2.4971414,3.285232,10.628861,-7.903255,3.9007301,-0.3495141,-1.1256627
0_v10.wav,0,-88.18035,89.787125,-1.952568,28.196058,-6.198041,-10.297175,4.797187,5.6927466,4.6791415,-8.771293,0.60624874,-3.5984592,2.3905487
0_v10.wav,0,-84.94417,69.14733,18.07152,27.203066,-14.251605,-18.40182,5.5045547,3.8168128,-0.6446117,-6.4452777,-2.3323753,-6.3185167,6.6881914
0_v10.wav,0,-87.74325,46.143627,42.339745,23.556746,-17.520918,-18.447075,4.3877134,4.5500174,0.77474105,1.990671,-1.0728385,-3.8412466,9.111269
0_v10.wav,0,-100.3067,35.436687,59.39252,19.869474,-17.57963,-13.977308,1.0965879,5.46946,-0.10506863,8.718926,0.834938,0.36532417,3.3312411
0_v10.wav,0,-112.95178,35.04895,66.28581,16.565722,-15.951538,-7.2150865,-2.755506,4.6541977,-1.0093317,8.867903,0.28898156,2.8369591,-2.8780158
0_v10.wav,0,-120.20856,34.929276,68.519485,10.743984,-12.498526,0.74066746,-5.146861,1.1134431,-1.5463811,4.8673563,-0.8708095,4.5162125,-6.086544
0_v10.wav,0,-126.22437,27.711107,65.8958,1.2048204,-6.981495,10.71249,-5.8543186,-2.8020198,-4.511366,-1.5610932,-0.6919089,4.458722,-5.364677
0_v10.wav,0,-130.28328,14.185734,59.016415,-11.605739,-2.492558,19.73302,-5.149052,-4.835597,-7.0184646,-6.465668,-0.021216026,1.1549094,-1.7445363
0_v10.wav,0,-127.75195,-0.7792873,51.03665,-22.04199,1.0686215,24.185535,-2.722024,-6.0427804,-4.205657,-8.077251,-0.12776615,-1.8902488,1.4501445
0_v10.wav,0,-116.55625,-15.013371,43.606693,-25.4998,6.1175337,23.751534,1.2848926,-5.9125137,2.6197603,-6.1041336,-0.33250433,-2.4871619,2.6860542
0_v10.wav,0,-94.1769,-25.781483,35.281036,-23.869162,9.81335,20.124773,5.365422,-6.056494,7.8439384,-2.2929842,0.7071793,-2.9422705,1.6858501
0_v10.wav,0,-66.51836,-32.251484,26.259344,-16.761084,11.674418,12.690158,8.432217,-5.4561806,10.257064,2.0384316,2.9312236,-3.8319268,-0.32940233
0_v10.wav,0,-42.367336,-33.53476,19.445147,-5.8659525,11.346728,3.6074662,10.410029,-2.9445262,10.940403,6.022292,4.7872725,-3.506827,-1.4727894
0_v10.wav,0,-28.316547,-30.193993,15.347647,2.3867328,9.739209,-2.7523043,10.1937895,-2.1197176,9.718036,7.7001667,4.9443007,-0.91053075,-2.097152
0_v10.wav,0,-22.12115,-25.841621,10.606811,5.6033797,7.305378,-6.8608513,7.474643,-5.49037,5.8051596,6.698712,3.1535666,0.40269482,-2.136522
0_v10.wav,0,-18.996119,-22.244766,7.3136907,7.5691333,4.798029,-6.656018,4.98444,-6.331823,2.729247,5.074102,0.98741794,0.65102863,-1.4919196
0_v10.wav,0,-15.984314,-18.489483,5.2739534,7.2261147,2.9004693,-3.3696485,3.5356047,-3.8519938,0.8103448,3.8291554,-0.627187,-0.14555897,-0.6658202
0_v10.wav,0,-13.1819,-15.034694,2.9427586,5.428659,1.1084986,-0.87657225,2.9540734,-1.1401837,0.52334285,2.5584788,-2.100752,-0.5112685,-0.6497574
0_v10.wav,0,-13.275029,-13.88939,1.2491459,3.3888042,-0.76379037,-0.22306062,2.2253711,-0.25953582,0.70716727,0.37871766,-3.521605,0.3045452,-1.46019
0_v10.wav,0,-14.108468,-15.401181,-2.2230568,3.5349,-3.436514,-0.47253892,0.73524195,-0.68614316,-0.9766458,-1.7316546,-2.853988,0.13779095,-2.9821
0_v10.wav,0,-14.174928,-18.232637,-6.7531796,4.0969243,-5.273728,0.4295427,-0.563684,-0.7158028,-2.1652284,-2.375445,-0.7792556,-0.8553066,-3.2529173
0_v10.wav,0,-11.960851,-19.611843,-9.373104,4.8520646,-5.776971,1.0893636,-1.2915176,-0.6378787,-1.4554889,-2.7820337,1.2712902,-1.298464,-3.2134542
0_v10.wav,0,-8.960192,-18.561237,-8.297825,6.8781524,-5.6679606,0.7538549,-0.8851639,-0.18696211,0.3431207,-2.8526664,2.017045,-1.3838181,-3.7758389
0_v10.wav,0,-9.128697,-17.193068,-7.5332265,8.082467,-5.726354,-0.3529331,-0.519857,-0.5391063,0.09072056,-2.8945706,1.308083,-1.7880588,-4.5960016
0_v10.wav,0,-10.464871,-16.899185,-9.470462,6.908188,-5.9290395,0.11462175,-0.7868996,0.0033568304,-0.9265593,-2.0693884,1.5350753,-1.4047098,-5.190346
0_v10.wav,0,-7.9997716,-16.470936,-12.345454,5.431895,-6.4967866,3.2294416,-0.3117105,2.0962467,-0.85575396,-0.49721795,2.9095206,-0.68008465,-4.6016927
0_v10.wav,0,-5.1531906,-16.36851,-15.450217,2.420758,-7.6463614,4.814271,-0.14058687,3.0870585,1.3475704,1.8699366,3.3635764,-0.9206074,-3.3925476
0_v10.wav,0,-4.204672,-16.121317,-15.178862,-0.5452425,-6.909411,2.0751932,0.2807729,0.96526927,2.981911,3.2923813,1.6616753,-0.35037395,-2.0018392
0_v10.wav,0,-3.367654,-15.824223,-12.578415,-3.0828414,-5.102876,-1.1560215,1.3664505,-1.5286056,4.4551864,3.684348,-1.429741,1.6840292,-0.27065715
0_v10.wav,0,-4.5081534,-15.8897915,-9.2119255,-4.40986,-3.4470255,-5.3200345,0.4914397,-2.7893488,4.693719,3.0402172,-3.0529468,3.7601612,-0.16415131
0_v10.wav,0,-6.33212,-15.443594,-6.5685463,-4.04957,-2.2402196,-8.044367,-0.8231858,-3.7975328,3.765107,2.0292659,-3.490399,4.6435156,-1.235869
0_v10.wav,0,-6.770736,-13.450224,-5.6717906,-2.9797747,-3.2663903,-8.479524,-0.6736641,-6.5512977,3.9379385,1.9140577,-4.079374,4.2712536,-2.1234221
0_v10.wav,0,-8.142112,-14.170483,-7.028468,-1.9969908,-5.6971674,-4.8891416,0.82295096,-6.544492,2.999526,2.9700658,-4.098777,2.4968295,-0.42078477
0_v10.wav,0,-8.475865,-15.272389,-8.148387,-4.0190625,-6.943166,-1.4763663,1.6947955,-4.6281834,1.1962957,4.6550465,-2.8889198,0.923866,2.694657
0_v10.wav,0,-7.9449673,-14.711426,-8.272352,-7.4197326,-6.0206685,0.20360473,0.96515495,-3.0681918,-0.38910148,5.7490873,-0.58664733,0.50586855,4.1832185
0_v10.wav,0,-5.4855037,-12.516607,-6.8593774,-9.09745,-4.7423263,1.0941211,0.20054868,-3.6575186,-0.5718259,4.9935093,1.0267085,1.4481492,3.2946208
0_v10.wav,0,-1.852594,-10.486383,-6.9567494,-9.755125,-6.4327273,1.346547,-1.1139294,-6.461928,0.08546932,2.689995,2.7090185,2.2560484,1.4201223
0_v10.wav,0,-2.0744514,-12.518464,-11.338298,-8.061063,-8.713043,1.5342177,-1.8961346,-8.0836315,-0.49266547,0.32761085,3.1697867,0.64666736,1.5461358
0_v10.wav,0,-5.902061,-17.425606,-15.941612,-5.076026,-8.017006,5.15817,-1.2154016,-4.555381,-1.3930984,-1.101264,2.54708,-1.6298734,3.3294652
0_v10.wav,0,-9.246378,-20.857996,-18.111845,-1.1587957,-6.5008,9.13144,1.0950063,0.10361949,-1.124068,-1.0974696,0.1858407,-2.6841993,3.9409661
0_v10.wav,0,-9.954468,-21.306784,-18.585522,2.63576,-7.6447597,10.696095,3.7098203,1.8376322,-0.77664566,-0.09397388,-2.4236329,-2.6162996,2.9094286
0_v10.wav,0,-7.2766695,-18.903698,-18.808422,5.1022043,-10.628764,8.573845,4.6326036,1.2178051,-1.8705322,0.82088315,-2.4607556,-1.971964,0.616637
0_v10.wav,0,-2.8911402,-14.684321,-18.931942,5.3676515,-12.579713,3.778924,2.8798962,1.1963181,-4.4745526,1.2143116,0.6957405,-1.5766134,-1.6840513
0_v10.wav,0,1.500232,-9.964334,-17.989428,4.759255,-13.947852,-1.2144282,-0.47202376,3.1748207,-4.8340683,0.9559254,4.2618713,-0.76812696,-4.5239377
0_v10.wav,0,2.4193687,-7.050204,-14.336859,1.8899729,-12.313204,-3.2145443,-1.7751456,3.9099123,-3.1373446,0.18161047,3.827748,1.3602477,-4.0761833
0_v10.wav,0,-0.6998879,-8.790586,-11.777075,-0.21052378,-9.009395,-2.8478491,-1.4139283,2.395601,0.32150993,-1.1240454,0.35794684,2.8435533,-1.5931656
0_v10.wav,0,-3.5750587,-10.655985,-9.67102,-2.5584843,-6.2677436,-2.452743,-1.74584,1.5342335,3.2693415,-2.1911826,-1.7833343,3.3031127,0.055260185
0_v10.wav,0,-5.6744466,-11.134773,-7.256985,-6.991264,-5.510738,-2.3641453,-3.5205474,2.2369134,3.7324598,-2.4932423,-1.5998157,2.942212,0.9343446
0_v10.wav,0,-6.213811,-11.132389,-4.78948,-13.238597,-5.7933154,-3.1722524,-5.8023868,4.9149365,2.2523258,-1.2909497,-0.18053533,2.24169,1.4960854
0_v10.wav,0,-6.439038,-12.304352,-2.623162,-16.985956,-4.512088,-4.084904,-6.76647,8.520308,1.0983846,1.1698638,0.91123724,1.8268105,1.4396751
0_v10.wav,0,-7.4330535,-15.544054,-3.4454207,-16.616259,-3.230284,-2.597224,-6.2672534,11.159399,0.7373917,3.4093003,1.1482134,0.057544094,0.319782
0_v10.wav,0,-8.375559,-19.031837,-6.2844744,-14.314767,-3.9934285,2.706275,-5.5799756,12.669298,0.527795,3.2728891,1.7431729,-3.2305746,-0.76889056
0_v10.wav,0,-10.481892,-21.739662,-8.565937,-11.315439,-3.5253289,5.717361,-5.578666,12.617238,0.56916416,1.3968959,1.8319024,-5.6773047,-0.9632245
0_v10.wav,0,-12.111333,-23.483633,-10.085772,-8.206383,-2.0951114,4.254044,-4.9064994,10.5529375,1.100374,1.2594216,0.65379655,-4.3655953,-0.25933668
0_v10.wav,0,-11.586707,-24.349524,-10.317374,-5.542766,-1.6739194,2.0158644,-2.8909929,7.22423,2.253684,2.765273,-1.36792,-1.025622,0.87334144
0_v10.wav,0,-10.455021,-23.704403,-8.46804,-4.7215486,-2.5729692,0.31058058,-1.333808,5.224937,3.3656003,3.8320754,-3.0036652,1.3406284,1.3355545
0_v10.wav,0,-11.629076,-20.167393,-6.9090376,-8.402727,-3.2959065,0.07607607,-1.677062,6.5064454,3.325615,3.7035024,-3.4407969,2.3537486,1.0314034
0_v10.wav,0,-12.887444,-13.413264,-7.191325,-12.2081175,-1.6441842,1.5241164,-2.239286,7.7629366,2.4155269,1.2910758,-3.2047656,2.9004188,0.44638076
0_v10.wav,0,-12.642129,-10.022235,-7.756798,-12.272855,1.3848633,3.5041344,-1.6710639,7.7923417,0.1250625,-1.8563923,-2.7894728,2.7824795,0.4977737
0_v10.wav,0,-11.94116,-13.173098,-8.76434,-9.900101,2.4654622,3.9270496,0.14097343,7.4873295,-1.4737978,-2.4981668,-3.1900194,1.5446368,1.2779186
0_v10.wav,0,-10.465709,-18.695137,-8.151516,-8.479578,0.51720196,1.7771535,1.285847,6.4357066,-1.6642605,-1.5514247,-2.5474782,-0.04850055,1.0299872
0_v10.wav,0,-7.615825,-20.493076,-6.917573,-8.521753,-3.1986048,-0.027567662,0.433619,3.5228548,-1.0814704,-0.9223664,-1.6441619,-1.0925348,0.8899561
0_v10.wav,0,-4.5565605,-17.133251,-6.214281,-9.70164,-5.504764,-0.38817483,-0.09332187,0.37718686,0.19668548,-0.54913074,-0.50622547,-2.1068463,1.3155618
0_v10.wav,0,1.1324847,-13.5782175,-5.1965837,-8.647018,-6.5573177,-0.09488937,1.2360593,-0.5032653,4.8023777,1.0371687,-0.5097674,-2.7900724,1.4425753
0_v10.wav,0,15.047684,-12.630495,-2.7513254,-4.609599,-6.408881,1.1690488,5.1710987,-0.03930869,10.707848,2.7844608,-1.8113015,-3.516887,1.201835
0_v2.wav,0,414.77844,109.42048,10.027879,15.3249655,-17.073322,-5.253728,7.351667,1.9688162,-4.166992,-3.0264342,0.53281415,3.190866,-0.73187304
0_v2.wav,0,414.77844,109.420456,10.0278845,15.324964,-17.07333,-5.2537336,7.35167,1.968817,-4.1669965,-3.0264294,0.5328235,3.1908774,-0.7318745
0_v2.wav,0,414.77844,109.42046,10.027883,15.324968,-17.073328,-5.2537293,7.35166,1.9688168,-4.1670036,-3.0264277,0.5328215,3.1908796,-0.73187506
0_v2.wav,0,401.09442,98.48206,4.2266574,20.680662,-8.439245,3.611983,3.8930318,-1.1370224,-1.8833053,-8.3985405,0.13733983,-0.3810424,-0.07377096
0_v2.wav,0,332.66464,67.56736,4.2214875,19.694399,12.605878,11.924889,-1.7792376,-1.7033846,1.5134088,-4.149551,0.845845,-1.7170086,2.551067
0_v2.wav,0,265.78687,45.17045,1.7524165,5.756298,20.814045,11.924343,-7.8435063,-4.33707,3.0975833,7.757531,-2.83938,-1.7656184,1.8346754
0_v2.wav,0,216.27412,27.399706,-1.347493,-2.673679,23.162102,8.111617,-7.3202085,-4.0063305,4.7792506,15.396362,-5.855402,-3.564278,0.78497875
0_v2.wav,0,180.88284,15.172143,-2.544426,-9.004052,21.8281,6.429611,-6.844214,-3.0462856,6.674623,16.528715,-5.7804,-4.7835846,-0.2838178
0_v2.wav,0,153.41731,7.3971887,-0.84279585,-13.152661,18.171377,6.3220525,-5.1738315,-2.1244915,6.352063,11.645933,-3.2820032,-5.218884,-0.1225827
0_v2.wav,0,131.2271,2.0898316,1.2005394,-14.97369,16.91656,6.5396748,-2.9780653,-0.6141403,2.444333,7.1885676,-1.0124156,-4.677608,-0.081377365
0_v2.wav,0,115.22698,-1.5890833,3.694661,-16.249226,17.408978,5.634086,-2.6890492,-1.1948397,-0.7018274,4.449733,0.98473066,-2.7329884,-1.1313039
0_v2.wav,0,103.14468,-5.8899894,4.2686586,-15.952685,20.103271,5.057025,-5.136811,-2.4679124,-0.3886847,1.4886732,3.0069425,-1.7180687,-2.10339
0_v2.wav,0,92.2752,-10.996041,2.3331518,-14.39897,24.412374,4.651169,-7.5987773,-1.0394287,1.2522843,-1.197703,5.4924135,-2.6918027,-2.3021502
0_v2.wav,0,82.54911,-14.293,0.7358942,-15.174675,26.381783,3.7724833,-8.630615,0.4616614,2.2390537,-3.2417946,7.089852,-3.6799796,-2.5917292
0_v2.wav,0,72.50304,-15.372475,0.75656253,-17.085543,24.672077,3.96352,-7.6679935,0.4941784,0.7808678,-4.7695694,6.234898,-2.7367659,-3.2894118
0_v2.wav,0,64.3515,-14.135937,1.5891914,-18.828478,21.28535,3.7681322,-5.315733,1.7661561,-2.171537,-4.9611964,4.264991,0.36290488,-3.9050052
0_v2.wav,0,58.62091,-12.524902,3.0806186,-20.322668,17.44396,2.5426748,-3.321177,4.386077,-2.7918284,-3.8528295,2.5758395,3.4711754,-3.3230019
